date,2317,2330,2454,portfolio_value
2023-05-16,102.0,505.0,680.0,1287.0
2023-05-15,102.0,495.5,680.0,1277.5
2023-05-12,102.5,496.0,673.0,1271.5
2023-05-11,105.0,499.0,668.0,1272.0
2023-05-10,106.5,503.0,668.0,1277.5
2023-05-09,106.5,510.0,677.0,1293.5
2023-05-08,105.0,504.0,675.0,1284.0
2023-05-05,105.0,500.0,675.0,1280.0
2023-05-04,105.0,498.0,668.0,1271.0
2023-05-03,105.5,496.0,680.0,1281.5
2023-05-02,106.0,501.0,671.0,1278.0
2023-04-28,104.5,502.0,665.0,1271.5
2023-04-27,103.5,493.5,662.0,1259.0
2023-04-26,103.5,491.5,649.0,1244.0
2023-04-25,103.0,498.0,650.0,1251.0
2023-04-24,103.5,507.0,676.0,1286.5
2023-04-21,104.0,511.0,665.0,1280.0
2023-04-20,104.5,513.0,673.0,1290.5
2023-04-19,104.0,510.0,675.0,1289.0
2023-04-18,104.5,515.0,688.0,1307.5
2023-04-17,104.0,520.0,709.0,1333.0
2023-04-14,104.5,516.0,748.0,1368.5
2023-04-13,103.0,510.0,750.0,1363.0
2023-04-12,102.5,520.0,758.0,1380.5
2023-04-11,103.5,524.0,756.0,1383.5
2023-04-10,103.0,529.0,742.0,1374.0
2023-04-07,103.0,531.0,749.0,1383.0
2023-04-06,103.5,530.0,753.0,1386.5
2023-03-31,104.0,533.0,787.0,1424.0
2023-03-30,104.5,535.0,778.0,1417.5
2023-03-29,103.5,530.0,773.0,1406.5
2023-03-28,103.0,525.0,766.0,1394.0
2023-03-27,103.5,531.0,780.0,1414.5
2023-03-24,105.5,539.0,790.0,1434.5
2023-03-23,103.5,538.0,793.0,1434.5
2023-03-22,103.5,533.0,781.0,1417.5
2023-03-21,103.5,517.0,771.0,1391.5
2023-03-20,102.5,512.0,770.0,1384.5
2023-03-17,103.5,518.0,773.0,1394.5
2023-03-16,102.0,505.0,756.0,1363.0
2023-03-15,102.5,511.0,758.0,1371.5
2023-03-14,102.0,510.0,761.0,1373.0
2023-03-13,103.0,516.0,764.0,1383.0
2023-03-10,102.0,513.0,756.0,1371.0
2023-03-09,102.5,522.0,767.0,1391.5
2023-03-08,104.0,521.0,768.0,1393.0
2023-03-07,105.0,524.0,788.0,1417.0
2023-03-06,103.5,521.0,784.0,1408.5
2023-03-03,102.5,516.0,775.0,1393.5
2023-03-02,102.5,519.0,775.0,1396.5
2023-03-01,102.0,522.0,791.0,1415.0
2023-02-24,101.0,511.0,723.0,1335.0
2023-02-23,103.0,518.0,745.0,1366.0
2023-02-22,102.0,507.0,713.0,1322.0
2023-02-21,102.5,516.0,725.0,1343.5
2023-02-20,103.0,517.0,726.0,1346.0
2023-02-17,103.5,518.0,723.0,1344.5
2023-02-16,103.5,528.0,711.0,1342.5
2023-02-15,102.5,525.0,710.0,1337.5
2023-02-14,102.0,545.0,732.0,1379.0
2023-02-13,101.0,541.0,731.0,1373.0
2023-02-10,101.5,545.0,740.0,1386.5
2023-02-09,101.0,540.0,749.0,1390.0
2023-02-08,100.5,540.0,744.0,1384.5
2023-02-07,100.5,523.0,717.0,1340.5
2023-02-06,101.5,526.0,731.0,1358.5
2023-02-03,99.6,542.0,751.0,1392.6
2023-02-02,100.0,540.0,747.0,1387.0
2023-02-01,100.0,530.0,724.0,1354.0
2023-01-31,99.7,522.0,718.0,1339.7
2023-01-30,98.1,543.0,739.0,1380.1
2023-01-17,98.1,503.0,693.0,1294.1
2023-01-16,98.1,505.0,704.0,1307.1
2023-01-13,98.6,500.0,694.0,1292.6
2023-01-12,98.6,486.5,715.0,1300.1
2023-01-11,99.1,484.5,707.0,1290.6
2023-01-10,99.4,486.0,694.0,1279.4
2023-01-09,99.1,481.0,675.0,1255.1
2023-01-06,98.4,458.5,660.0,1216.9
2023-01-05,98.0,458.5,631.0,1187.5
2023-01-04,98.1,449.5,636.0,1183.6
2023-01-03,99.1,453.0,644.0,1196.1
2022-12-30,99.9,448.5,625.0,1173.4
2022-12-29,99.7,446.0,629.0,1174.7
2022-12-28,100.5,451.0,638.0,1189.5
2022-12-27,100.5,457.0,656.0,1213.5
2022-12-26,101.0,456.5,651.0,1208.5
2022-12-23,101.0,455.0,660.0,1216.0
2022-12-22,101.0,468.0,661.0,1230.0
2022-12-21,100.0,459.0,654.0,1213.0
2022-12-20,100.0,457.5,646.0,1203.5
2022-12-19,101.5,466.5,656.0,1224.0
2022-12-16,100.5,471.0,660.0,1231.5
2022-12-15,101.5,480.5,681.0,1263.0
2022-12-14,102.5,480.5,718.0,1301.0
2022-12-13,101.0,471.5,709.0,1281.5
2022-12-12,102.0,475.0,712.0,1289.0
2022-12-09,102.0,481.5,729.0,1312.5
2022-12-08,101.5,471.5,705.0,1278.0
2022-12-07,102.0,475.0,716.0,1293.0
2022-12-06,103.0,478.0,725.0,1306.0
2022-12-05,105.5,489.0,739.0,1333.5
2022-12-02,105.5,492.5,739.0,1337.0
2022-12-01,103.0,498.5,741.0,1342.5
2022-11-30,100.5,490.0,733.0,1323.5
2022-11-29,100.0,487.0,713.0,1300.0
2022-11-28,100.0,480.5,703.0,1283.5
2022-11-25,100.5,498.0,727.0,1325.5
2022-11-24,101.0,496.0,728.0,1325.0
2022-11-23,100.5,492.0,705.0,1297.5
2022-11-22,100.5,491.0,713.0,1304.5
2022-11-21,100.0,482.0,720.0,1302.0
2022-11-18,100.5,487.0,722.0,1309.5
2022-11-17,101.5,485.0,725.0,1311.5
2022-11-16,101.5,487.0,729.0,1317.5
2022-11-15,101.5,480.0,722.0,1303.5
2022-11-14,101.5,445.0,697.0,1243.5
2022-11-11,100.0,441.5,700.0,1241.5
2022-11-10,100.5,407.5,660.0,1168.0
2022-11-09,102.5,417.0,650.0,1169.5
2022-11-08,100.0,399.0,620.0,1119.0
2022-11-07,100.0,390.0,620.0,1110.0
2022-11-04,100.5,382.0,597.0,1079.5
2022-11-03,101.0,384.0,600.0,1085.0
2022-11-02,102.0,395.0,599.0,1096.0
2022-11-01,101.5,391.5,599.0,1092.0
2022-10-31,102.5,390.0,590.0,1082.5
2022-10-28,104.0,379.5,565.0,1048.5
2022-10-27,104.0,385.5,589.0,1078.5
2022-10-26,104.0,376.0,579.0,1059.0
2022-10-25,103.5,371.0,563.0,1037.5
2022-10-24,103.0,387.0,588.0,1078.0
2022-10-21,103.5,389.5,567.0,1060.0
2022-10-20,102.5,397.5,570.0,1070.0
2022-10-19,103.0,395.5,577.0,1075.5
2022-10-18,103.5,407.0,588.0,1098.5
2022-10-17,105.0,397.0,578.0,1080.0
2022-10-14,105.0,412.0,585.0,1102.0
2022-10-13,103.5,395.0,544.0,1042.5
2022-10-12,103.0,397.5,549.0,1049.5
2022-10-11,104.0,401.5,553.0,1058.5
2022-10-07,107.5,438.0,566.0,1111.5
2022-10-06,107.5,451.0,587.0,1145.5
2022-10-05,107.0,445.0,599.0,1151.0
2022-10-04,102.5,429.0,573.0,1104.5
2022-10-03,101.0,417.0,548.0,1066.0
2022-09-30,102.0,422.0,551.0,1075.0
2022-09-29,101.5,435.0,543.0,1079.5
2022-09-28,100.5,438.0,545.0,1083.5
2022-09-27,103.5,448.0,568.0,1119.5
2022-09-26,104.0,446.5,569.0,1119.5
2022-09-23,106.5,455.0,580.0,1141.5
2022-09-22,107.0,464.5,591.0,1162.5
2022-09-21,107.0,471.0,605.0,1183.0
2022-09-20,108.5,476.5,605.0,1190.0
2022-09-19,107.0,467.0,604.0,1178.0
2022-09-16,107.5,472.0,600.0,1179.5
2022-09-15,108.0,476.5,616.0,1200.5
2022-09-14,107.5,480.0,615.0,1202.5
2022-09-13,110.0,493.0,626.0,1229.0
2022-09-12,108.5,486.5,627.0,1222.0
2022-09-08,107.0,475.0,623.0,1205.0
2022-09-07,106.0,472.5,619.0,1197.5
2022-09-06,108.5,489.0,629.0,1226.5
2022-09-05,108.0,486.0,631.0,1225.0
2022-09-02,107.5,485.0,620.0,1212.5
2022-09-01,107.5,490.5,648.0,1246.0
2022-08-31,109.0,505.0,667.0,1281.0
2022-08-30,108.5,496.0,657.0,1261.5
2022-08-29,108.0,498.5,653.0,1259.5
2022-08-26,110.5,512.0,678.0,1300.5
2022-08-25,109.5,508.0,670.0,1287.5
2022-08-24,109.5,503.0,667.0,1279.5
2022-08-23,110.0,504.0,676.0,1290.0
2022-08-22,111.0,510.0,672.0,1293.0
2022-08-19,111.0,519.0,693.0,1323.0
2022-08-18,112.0,520.0,702.0,1334.0
2022-08-17,112.5,527.0,703.0,1342.5
2022-08-16,111.0,525.0,706.0,1342.0
2022-08-15,112.0,523.0,706.0,1341.0
2022-08-12,112.5,517.0,684.0,1313.5
2022-08-11,113.0,514.0,670.0,1297.0
2022-08-10,110.0,500.0,668.0,1278.0
2022-08-09,109.0,510.0,694.0,1313.0
2022-08-08,108.0,512.0,709.0,1329.0
2022-08-05,108.0,516.0,717.0,1341.0
2022-08-04,108.0,500.0,684.0,1292.0
2022-08-03,108.5,501.0,686.0,1295.5
2022-08-02,108.0,492.0,683.0,1283.0
2022-08-01,109.0,504.0,694.0,1307.0
2022-07-29,109.0,509.0,683.0,1301.0
2022-07-28,108.5,501.0,682.0,1291.5
2022-07-27,108.0,502.0,677.0,1287.0
2022-07-26,108.0,495.0,681.0,1284.0
2022-07-25,107.5,499.5,688.0,1295.0
2022-07-22,106.0,503.0,705.0,1314.0
2022-07-21,105.5,501.0,716.0,1322.5
2022-07-20,103.5,495.0,671.0,1269.5
2022-07-19,104.0,491.0,662.0,1257.0
2022-07-18,105.0,495.5,661.0,1261.5
2022-07-15,105.0,492.5,648.0,1245.5
2022-07-14,105.0,475.0,646.0,1226.0
2022-07-13,102.5,470.5,634.0,1207.0
2022-07-12,100.5,449.5,614.0,1164.0
2022-07-11,101.0,462.0,637.0,1200.0
2022-07-08,102.0,467.0,651.0,1220.0
2022-07-07,103.5,457.5,636.0,1197.0
2022-07-06,100.5,435.5,605.0,1141.0
2022-07-05,102.5,446.0,615.0,1163.5
2022-07-04,100.0,440.0,611.0,1151.0
2022-07-01,106.0,453.5,612.0,1171.5
2022-06-30,109.0,476.0,651.0,1236.0
2022-06-29,111.0,491.0,661.0,1263.0
2022-06-28,112.0,497.5,651.0,1260.5
2022-06-27,111.0,498.5,678.0,1287.5
2022-06-24,110.0,486.5,670.0,1266.5
2022-06-23,108.0,485.5,689.0,1282.5
2022-06-22,109.5,494.5,807.0,1411.0
2022-06-21,112.0,505.0,868.0,1485.0
2022-06-20,109.0,498.0,840.0,1447.0
2022-06-17,109.5,501.0,831.0,1441.5
2022-06-16,111.5,508.0,873.0,1492.5
2022-06-15,112.0,509.0,884.0,1505.0
2022-06-14,111.5,513.0,880.0,1504.5
2022-06-13,111.5,516.0,887.0,1514.5
2022-06-10,114.0,530.0,930.0,1574.0
2022-06-09,115.5,541.0,924.0,1580.5
2022-06-08,114.0,544.0,930.0,1588.0
2022-06-07,113.5,535.0,890.0,1538.5
2022-06-06,115.5,540.0,905.0,1560.5
2022-06-02,114.0,540.0,898.0,1552.0
2022-06-01,114.5,549.0,905.0,1568.5
2022-05-31,113.0,560.0,905.0,1578.0
2022-05-30,110.5,547.0,878.0,1535.5
2022-05-27,110.0,530.0,851.0,1491.0
2022-05-26,109.0,514.0,833.0,1456.0
2022-05-25,109.5,524.0,843.0,1476.5
2022-05-24,108.0,520.0,830.0,1458.0
2022-05-23,108.0,528.0,843.0,1479.0
2022-05-20,107.0,530.0,846.0,1483.0
2022-05-19,107.5,522.0,845.0,1474.5
2022-05-18,107.0,538.0,855.0,1500.0
2022-05-17,105.0,530.0,841.0,1476.0
2022-05-16,104.5,520.0,825.0,1449.5
2022-05-13,104.0,511.0,843.0,1458.0
2022-05-12,102.0,505.0,820.0,1427.0
2022-05-11,103.0,521.0,829.0,1453.0
2022-05-10,104.0,518.0,820.0,1442.0
2022-05-09,104.0,520.0,813.0,1437.0
2022-05-06,104.0,528.0,834.0,1466.0
2022-05-05,104.5,542.0,841.0,1487.5
2022-05-04,104.0,534.0,829.0,1467.0
2022-05-03,102.5,531.0,820.0,1453.5
2022-04-29,102.0,538.0,830.0,1470.0
2022-04-28,101.5,531.0,828.0,1460.5
2022-04-27,100.0,526.0,808.0,1434.0
2022-04-26,101.0,546.0,833.0,1480.0
2022-04-25,100.5,547.0,837.0,1484.5
2022-04-22,103.5,558.0,854.0,1515.5
2022-04-21,103.0,565.0,868.0,1536.0
2022-04-20,103.0,570.0,856.0,1529.0
2022-04-19,102.0,565.0,838.0,1505.0
2022-04-18,102.5,561.0,833.0,1496.5
2022-04-15,103.0,562.0,832.0,1497.0
2022-04-14,104.0,573.0,861.0,1538.0
2022-04-13,104.0,573.0,880.0,1557.0
2022-04-12,102.0,557.0,842.0,1501.0
2022-04-11,102.0,558.0,836.0,1496.0
2022-04-08,103.0,567.0,840.0,1510.0
2022-04-07,103.0,566.0,850.0,1519.0
2022-04-06,105.0,578.0,882.0,1565.0
2022-04-01,104.5,589.0,900.0,1593.5
2022-03-31,106.0,597.0,905.0,1608.0
2022-03-30,105.5,600.0,915.0,1620.5
2022-03-29,105.5,589.0,912.0,1606.5
2022-03-28,106.0,584.0,964.0,1654.0
2022-03-25,106.0,598.0,971.0,1675.0
2022-03-24,106.5,591.0,972.0,1669.5
2022-03-23,105.5,590.0,977.0,1672.5
2022-03-22,104.0,583.0,975.0,1662.0
2022-03-21,104.5,586.0,978.0,1668.5
2022-03-18,106.0,581.0,969.0,1656.0
2022-03-17,104.0,582.0,968.0,1654.0
2022-03-16,101.5,558.0,907.0,1566.5
2022-03-15,101.0,558.0,904.0,1563.0
2022-03-14,102.5,572.0,944.0,1618.5
2022-03-11,103.5,575.0,963.0,1641.5
2022-03-10,103.0,587.0,995.0,1685.0
2022-03-09,101.5,568.0,966.0,1635.5
2022-03-08,101.5,563.0,963.0,1627.5
2022-03-07,102.5,576.0,972.0,1650.5
2022-03-04,105.0,595.0,1025.0,1725.0
2022-03-03,104.5,602.0,1080.0,1786.5
2022-03-02,104.5,601.0,1080.0,1785.5
2022-03-01,104.5,604.0,1100.0,1808.5
2022-02-25,103.0,604.0,1085.0,1792.0
2022-02-24,102.5,604.0,1060.0,1766.5
2022-02-23,105.0,625.0,1120.0,1850.0
2022-02-22,104.5,627.0,1110.0,1841.5
2022-02-21,106.0,632.0,1130.0,1868.0
2022-02-18,105.5,637.0,1120.0,1862.5
2022-02-17,106.0,645.0,1130.0,1881.0
2022-02-16,105.5,646.0,1130.0,1881.5
2022-02-15,104.0,633.0,1100.0,1837.0
2022-02-14,104.0,637.0,1105.0,1846.0
2022-02-11,106.0,650.0,1150.0,1906.0
2022-02-10,106.5,649.0,1160.0,1915.5
2022-02-09,106.5,633.0,1130.0,1869.5
2022-02-08,105.5,628.0,1095.0,1828.5
2022-02-07,103.0,635.0,1100.0,1838.0
2022-01-26,102.0,636.0,1075.0,1813.0
2022-01-25,103.0,641.0,1085.0,1829.0
2022-01-24,103.0,653.0,1090.0,1846.0
2022-01-21,102.0,641.0,1070.0,1813.0
2022-01-20,103.0,651.0,1090.0,1844.0
2022-01-19,103.5,654.0,1100.0,1857.5
2022-01-18,103.5,662.0,1105.0,1870.5
2022-01-17,103.5,683.0,1115.0,1901.5
2022-01-14,103.5,672.0,1065.0,1840.5
2022-01-13,105.5,661.0,1100.0,1866.5
2022-01-12,104.5,660.0,1085.0,1849.5
2022-01-11,104.5,651.0,1080.0,1835.5
2022-01-10,104.5,643.0,1095.0,1842.5
2022-01-07,106.5,634.0,1100.0,1840.5
2022-01-06,107.0,644.0,1135.0,1886.0
2022-01-05,109.0,650.0,1175.0,1934.0
2022-01-04,103.5,656.0,1165.0,1924.5
2022-01-03,103.0,631.0,1150.0,1884.0
2021-12-30,104.0,615.0,1190.0,1909.0
2021-12-29,105.0,616.0,1185.0,1906.0
2021-12-28,105.5,615.0,1175.0,1895.5
2021-12-27,104.5,606.0,1145.0,1855.5
2021-12-24,104.0,604.0,1120.0,1828.0
2021-12-23,104.0,606.0,1095.0,1805.0
2021-12-22,103.5,600.0,1085.0,1788.5
2021-12-21,104.5,597.0,1090.0,1791.5
2021-12-20,103.0,598.0,1055.0,1756.0
2021-12-17,103.5,607.0,1075.0,1785.5
2021-12-16,103.5,605.0,1090.0,1798.5
2021-12-15,105.0,600.0,1060.0,1765.0
2021-12-14,104.5,599.0,1070.0,1773.5
2021-12-13,104.5,601.0,1075.0,1780.5
2021-12-10,105.0,605.0,1075.0,1785.0
2021-12-09,106.0,608.0,1085.0,1799.0
2021-12-08,105.0,602.0,1095.0,1802.0
2021-12-07,106.0,607.0,1065.0,1778.0
2021-12-06,106.5,600.0,1085.0,1791.5
2021-12-03,105.0,608.0,1060.0,1773.0
2021-12-02,105.0,615.0,1080.0,1800.0
2021-12-01,105.5,600.0,1065.0,1770.5
2021-11-30,103.5,596.0,1010.0,1709.5
2021-11-29,103.5,593.0,1030.0,1726.5
2021-11-26,103.5,596.0,1005.0,1704.5
2021-11-25,105.0,603.0,1035.0,1743.0
2021-11-24,105.5,603.0,1040.0,1748.5
2021-11-23,106.0,612.0,1055.0,1773.0
2021-11-22,106.5,615.0,1080.0,1801.5
2021-11-19,106.5,618.0,1090.0,1814.5
2021-11-18,107.0,613.0,1085.0,1805.0
2021-11-17,107.0,610.0,1030.0,1747.0
2021-11-16,108.0,610.0,1035.0,1753.0
2021-11-15,108.0,608.0,1025.0,1741.0
2021-11-12,109.0,604.0,983.0,1696.0
2021-11-11,107.5,606.0,954.0,1667.5
2021-11-10,109.0,612.0,958.0,1679.0
2021-11-09,108.0,611.0,978.0,1697.0
2021-11-08,107.5,602.0,980.0,1689.5
2021-11-05,109.0,600.0,940.0,1649.0
2021-11-04,108.0,587.0,928.0,1623.0
2021-11-03,107.5,592.0,932.0,1631.5
2021-11-02,107.5,592.0,928.0,1627.5
2021-11-01,106.5,590.0,922.0,1618.5
2021-10-29,107.0,590.0,913.0,1610.0
2021-10-28,108.5,595.0,936.0,1639.5
2021-10-27,108.0,599.0,942.0,1649.0
2021-10-26,109.0,599.0,946.0,1654.0
2021-10-25,108.0,593.0,938.0,1639.0
2021-10-22,107.5,600.0,926.0,1633.5
2021-10-21,108.0,596.0,913.0,1617.0
2021-10-20,107.5,598.0,901.0,1606.5
2021-10-19,107.0,600.0,898.0,1605.0
2021-10-18,107.5,590.0,867.0,1564.5
2021-10-15,109.5,600.0,857.0,1566.5
2021-10-14,106.5,573.0,840.0,1519.5
2021-10-13,105.5,571.0,862.0,1538.5
2021-10-12,105.0,575.0,887.0,1567.0
2021-10-08,108.0,575.0,910.0,1593.0
2021-10-07,107.0,580.0,911.0,1598.0
2021-10-06,103.0,571.0,871.0,1545.0
2021-10-05,101.5,572.0,867.0,1540.5
2021-10-04,103.0,572.0,892.0,1567.0
2021-10-01,103.0,574.0,885.0,1562.0
2021-09-30,105.0,580.0,905.0,1590.0
2021-09-29,105.0,580.0,913.0,1598.0
2021-09-28,106.5,594.0,957.0,1657.5
2021-09-27,107.5,602.0,959.0,1668.5
2021-09-24,107.5,598.0,920.0,1625.5
2021-09-23,106.5,588.0,915.0,1609.5
2021-09-22,107.0,586.0,911.0,1604.0
2021-09-17,108.5,600.0,940.0,1648.5
2021-09-16,107.5,600.0,936.0,1643.5
2021-09-15,108.5,607.0,935.0,1650.5
2021-09-14,107.5,613.0,947.0,1667.5
2021-09-13,106.5,615.0,927.0,1648.5
2021-09-10,108.0,622.0,925.0,1655.0
2021-09-09,107.0,619.0,901.0,1627.0
2021-09-08,107.5,619.0,912.0,1638.5
2021-09-07,108.5,623.0,903.0,1634.5
2021-09-06,111.0,631.0,896.0,1638.0
2021-09-03,112.5,620.0,919.0,1651.5
2021-09-02,111.5,607.0,933.0,1651.5
2021-09-01,111.0,613.0,927.0,1651.0
2021-08-31,111.0,614.0,901.0,1626.0
2021-08-30,109.0,605.0,912.0,1626.0
2021-08-27,108.0,599.0,896.0,1603.0
2021-08-26,107.5,594.0,888.0,1589.5
2021-08-25,108.5,585.0,911.0,1604.5
2021-08-24,109.0,572.0,909.0,1590.0
2021-08-23,107.5,566.0,911.0,1584.5
2021-08-20,104.5,552.0,873.0,1529.5
2021-08-19,103.0,559.0,888.0,1550.0
2021-08-18,107.0,574.0,912.0,1593.0
2021-08-17,106.5,580.0,880.0,1566.5
2021-08-16,107.5,584.0,901.0,1592.5
2021-08-13,109.0,581.0,910.0,1600.0
2021-08-12,109.0,586.0,904.0,1599.0
2021-08-11,109.0,590.0,910.0,1609.0
2021-08-10,108.5,591.0,922.0,1621.5
2021-08-09,112.0,595.0,921.0,1628.0
2021-08-06,112.5,591.0,936.0,1639.5
2021-08-05,112.0,596.0,961.0,1669.0
2021-08-04,112.0,596.0,950.0,1658.0
2021-08-03,111.5,594.0,938.0,1643.5
2021-08-02,113.0,590.0,934.0,1637.0
2021-07-30,110.0,580.0,910.0,1600.0
2021-07-29,111.0,583.0,933.0,1627.0
2021-07-28,110.5,579.0,890.0,1579.5
2021-07-27,111.5,580.0,938.0,1629.5
2021-07-26,110.0,580.0,923.0,1613.0
2021-07-23,110.5,585.0,933.0,1628.5
2021-07-22,110.5,591.0,919.0,1620.5
2021-07-21,112.5,585.0,912.0,1609.5
2021-07-20,114.5,581.0,920.0,1615.5
2021-07-19,116.5,582.0,919.0,1617.5
2021-07-16,119.5,589.0,957.0,1665.5
2021-07-15,119.5,614.0,951.0,1684.5
2021-07-14,116.0,613.0,930.0,1659.0
2021-07-13,116.5,607.0,926.0,1649.5
2021-07-12,115.0,593.0,935.0,1643.0
2021-07-09,114.0,584.0,919.0,1617.0
2021-07-08,115.5,588.0,920.0,1623.5
2021-07-07,115.0,594.0,917.0,1626.0
2021-07-06,116.5,592.0,922.0,1630.5
2021-07-05,117.0,591.0,957.0,1665.0
2021-07-02,111.5,588.0,957.0,1656.5
2021-07-01,112.0,593.0,955.0,1660.0
2021-06-30,112.0,595.0,962.0,1669.0
2021-06-29,111.5,595.0,935.0,1641.5
2021-06-28,111.5,590.0,935.0,1636.5
2021-06-25,113.0,591.0,927.0,1631.0
2021-06-24,113.0,590.0,929.0,1632.0
2021-06-23,111.5,595.0,941.0,1647.5
2021-06-22,108.5,578.0,903.0,1589.5
2021-06-21,108.5,583.0,918.0,1609.5
2021-06-18,111.5,603.0,965.0,1679.5
2021-06-17,113.0,606.0,978.0,1697.0
2021-06-16,111.5,605.0,985.0,1701.5
2021-06-15,113.0,609.0,989.0,1711.0
2021-06-11,113.5,602.0,980.0,1695.5
2021-06-10,110.5,599.0,998.0,1707.5
2021-06-09,109.5,586.0,967.0,1662.5
2021-06-08,110.5,589.0,966.0,1665.5
2021-06-07,110.5,592.0,973.0,1675.5
2021-06-04,112.0,595.0,977.0,1684.0
2021-06-03,111.0,596.0,981.0,1688.0
2021-06-02,112.0,595.0,959.0,1666.0
2021-06-01,114.5,598.0,977.0,1689.5
2021-05-31,113.5,597.0,995.0,1705.5
2021-05-28,111.0,590.0,961.0,1662.0
2021-05-27,109.5,582.0,935.0,1626.5
2021-05-26,111.5,585.0,951.0,1647.5
2021-05-25,112.0,583.0,952.0,1647.0
2021-05-24,109.5,568.0,943.0,1620.5
2021-05-21,109.5,573.0,955.0,1637.5
2021-05-20,106.0,567.0,930.0,1603.0
2021-05-19,105.0,567.0,943.0,1615.0
2021-05-18,107.0,572.0,994.0,1673.0
2021-05-17,98.2,549.0,914.0,1561.2
2021-05-14,104.5,557.0,895.0,1556.5
2021-05-13,103.0,547.0,873.0,1523.0
2021-05-12,102.0,560.0,888.0,1550.0
2021-05-11,107.0,571.0,911.0,1589.0
2021-05-10,113.0,589.0,979.0,1681.0
2021-05-07,117.5,599.0,1060.0,1776.5
2021-05-06,112.5,587.0,1055.0,1754.5
2021-05-05,110.0,585.0,1005.0,1700.0
2021-05-04,108.5,591.0,1085.0,1784.5
2021-05-03,112.5,588.0,1105.0,1805.5
2021-04-29,116.0,600.0,1185.0,1901.0
2021-04-28,117.0,602.0,1080.0,1799.0
2021-04-27,118.5,610.0,1065.0,1793.5
2021-04-26,117.5,610.0,1070.0,1797.5
2021-04-23,119.0,602.0,1035.0,1756.0
2021-04-22,117.5,591.0,984.0,1692.5
2021-04-21,120.0,592.0,988.0,1700.0
2021-04-20,122.0,602.0,998.0,1722.0
2021-04-19,121.5,603.0,963.0,1687.5
2021-04-16,123.5,610.0,975.0,1708.5
2021-04-15,121.0,619.0,985.0,1725.0
2021-04-14,121.5,612.0,965.0,1698.5
2021-04-13,122.5,605.0,961.0,1688.5
2021-04-12,120.5,605.0,960.0,1685.5
2021-04-09,120.0,610.0,999.0,1729.0
2021-04-08,122.5,613.0,1020.0,1755.5
2021-04-07,123.5,610.0,998.0,1731.5
2021-04-06,122.5,610.0,995.0,1727.5
2021-04-01,121.5,602.0,961.0,1684.5
2021-03-31,124.0,587.0,969.0,1680.0
2021-03-30,129.5,597.0,971.0,1697.5
2021-03-29,128.5,599.0,941.0,1668.5
2021-03-26,126.5,590.0,943.0,1659.5
2021-03-25,126.5,575.0,949.0,1650.5
2021-03-24,128.0,576.0,894.0,1598.0
2021-03-23,130.5,594.0,870.0,1594.5
2021-03-22,130.0,593.0,881.0,1604.0
2021-03-19,123.5,591.0,885.0,1599.5
2021-03-18,129.5,602.0,903.0,1634.5
2021-03-17,126.0,604.0,908.0,1638.0
2021-03-16,123.0,613.0,919.0,1655.0
2021-03-15,121.0,611.0,907.0,1639.0
2021-03-12,120.0,614.0,899.0,1633.0
2021-03-11,117.0,609.0,888.0,1614.0
2021-03-10,115.5,597.0,864.0,1576.5
2021-03-09,115.0,595.0,879.0,1589.0
2021-03-08,113.5,598.0,867.0,1578.5
2021-03-05,115.0,601.0,883.0,1599.0
2021-03-04,114.5,601.0,897.0,1612.5
2021-03-03,115.5,622.0,930.0,1667.5
2021-03-02,112.0,609.0,900.0,1621.0
2021-02-26,112.0,606.0,896.0,1614.0
2021-02-25,116.5,635.0,944.0,1695.5
2021-02-24,110.5,625.0,940.0,1675.5
2021-02-23,111.5,641.0,965.0,1717.5
2021-02-22,111.0,650.0,951.0,1712.0
2021-02-19,110.0,652.0,964.0,1726.0
2021-02-18,113.0,660.0,978.0,1751.0
2021-02-17,114.0,663.0,980.0,1757.0
2021-02-05,113.5,632.0,950.0,1695.5
2021-02-04,114.0,627.0,946.0,1687.0
2021-02-03,116.5,630.0,950.0,1696.5
2021-02-02,116.5,632.0,931.0,1679.5
2021-02-01,113.0,611.0,905.0,1629.0
2021-01-29,111.5,591.0,875.0,1577.5
2021-01-28,118.5,601.0,869.0,1588.5
2021-01-27,123.0,615.0,897.0,1635.0
2021-01-26,122.0,617.0,871.0,1610.0
2021-01-25,123.0,633.0,910.0,1666.0
2021-01-22,121.5,649.0,917.0,1687.5
2021-01-21,117.0,673.0,934.0,1724.0
2021-01-20,114.5,647.0,872.0,1633.5
2021-01-19,115.0,627.0,879.0,1621.0
2021-01-18,114.0,607.0,844.0,1565.0
2021-01-15,115.5,601.0,850.0,1566.5
2021-01-14,116.0,592.0,861.0,1569.0
2021-01-13,106.5,605.0,884.0,1595.5
2021-01-12,104.0,591.0,846.0,1541.0
2021-01-11,107.5,584.0,851.0,1542.5
2021-01-08,108.0,580.0,838.0,1526.0
2021-01-07,107.0,565.0,799.0,1471.0
2021-01-06,105.0,549.0,792.0,1446.0
2021-01-05,104.0,542.0,797.0,1443.0
2021-01-04,99.9,536.0,792.0,1427.9
2020-12-31,92.0,530.0,747.0,1369.0
2020-12-30,91.6,525.0,746.0,1362.6
2020-12-29,90.4,515.0,734.0,1339.4
2020-12-28,91.8,515.0,740.0,1346.8
2020-12-25,91.8,511.0,715.0,1317.8
2020-12-24,89.6,510.0,714.0,1313.6
2020-12-23,88.8,509.0,720.0,1317.8
