站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區,days_in_month,平均每日日照時數,平均每日日射量,ESH
畜試東區分所,28.9,35.4,24.1,338.2,772.9,2022,7,宜蘭縣,31,10.90967741935484,24.932258064516127,6.92618129032258
花改蘭陽分場,29.7,41.3,24.3,328.4,734.4,2022,7,宜蘭縣,31,10.593548387096773,23.69032258064516,6.5811716129032245
花蓮農改,29.4,35.2,22.6,299.5,690.1,2022,7,花蓮縣,31,9.661290322580646,22.26129032258065,6.184186451612904
東改班鳩分場,27.8,36.6,21.8,308.2,658.5,2022,7,臺東縣,31,9.941935483870967,21.241935483870968,5.901009677419355
東改賓朗果園,26.6,35.4,20.2,308.6,651.6,2022,7,臺東縣,31,9.95483870967742,21.01935483870968,5.839176774193549
林試太麻里1,28.3,35.1,22.9,315.7,730.4,2022,7,臺東縣,31,10.183870967741935,23.561290322580643,6.545326451612902
林試太麻里2,28.8,35.1,24,326.2,760.4,2022,7,臺東縣,31,10.52258064516129,24.529032258064515,6.814165161290322
茶改東部分場,27.9,36.9,19.8,314.8,730.6,2022,7,臺東縣,31,10.15483870967742,23.567741935483877,6.547118709677421
桃改樹林分場,28.8,37.9,22.9,293.4,552.9,2022,8,新北市,31,9.464516129032257,17.835483870967742,4.954697419354838
茶改北部分場,26.9,36.8,21.8,304.5,617.1,2022,8,新北市,31,9.82258064516129,19.906451612903226,5.530012258064516
桃園農改,29.2,34.6,23.4,318.3,697.4,2022,8,桃園市,31,10.26774193548387,22.496774193548383,6.24960387096774
茶改場,28.3,35.9,23.1,307.9,619.9,2022,8,桃園市,31,9.932258064516128,19.996774193548383,5.5551038709677405
農工中心,29.2,36.3,23.2,302.4,604.3,2022,8,桃園市,31,9.75483870967742,19.493548387096773,5.415307741935483
桃改五峰分場,22.5,30.4,18.1,249.5,407.5,2022,8,新竹縣,31,8.048387096774194,13.14516129032258,3.6517258064516125
桃改新埔分場,28.2,36.3,22.6,299.6,592.7,2022,8,新竹縣,31,9.66451612903226,19.11935483870968,5.311356774193548
畜試北區分所,27.8,35.7,22.7,311.9,649.3,2022,8,苗栗縣,31,10.061290322580644,20.94516129032258,5.818565806451613
苗改生物防治研究中心,26.6,36,20.6,299.3,610.5,2022,8,苗栗縣,31,9.65483870967742,19.693548387096776,5.470867741935484
苗栗農改,28.1,36.3,22.9,295.9,569.0,2022,8,苗栗縣,31,9.54516129032258,18.35483870967742,5.098974193548387
種苗繁殖,25.9,33.3,20.3,308.4,629.2,2022,8,台中市,31,9.948387096774193,20.296774193548387,5.638443870967742
農業試驗所,28.7,36.8,22.9,312.5,697.7,2022,8,台中市,31,10.080645161290322,22.506451612903227,6.252292258064516
臺中農改,29.2,36.5,23.9,307.9,665.6,2022,8,彰化縣,31,9.932258064516128,21.470967741935485,5.964634838709678
中改埔里分場,24.6,32.3,18.1,290.4,557.2,2022,8,南投縣,31,9.36774193548387,17.9741935483871,4.993230967741936
林試畢祿溪站,15.9,27.7,8,250.8,629.0,2022,8,南投縣,31,8.09032258064516,20.29032258064516,5.636651612903226
臺大內茅埔,25.7,33.9,19.5,288.5,632.6,2022,8,南投縣,31,9.306451612903226,20.406451612903226,5.668912258064516
臺大和社,23.7,32,17.5,263.5,612.5,2022,8,南投縣,31,8.5,19.758064516129032,5.488790322580645
臺大溪頭,21.2,29.1,16.6,211.8,364.5,2022,8,南投縣,31,6.83225806451613,11.758064516129032,3.266390322580645
臺大竹山,27.7,36.2,21.1,267.5,589.7,2022,8,南投縣,31,8.629032258064516,19.02258064516129,5.284472903225806
茶改中部分場,23.3,30.7,18,288.2,480.8,2022,8,南投縣,31,9.296774193548387,15.50967741935484,4.3085883870967745
茶改南部分場,25.8,34,20.4,288.0,611.9,2022,8,南投縣,31,9.290322580645162,19.738709677419354,5.483413548387096
萬大發電廠,23.2,32,16.5,276.8,665.4,2022,8,南投縣,31,8.929032258064517,21.46451612903226,5.9628425806451615
蓮華池,24.6,32.4,18.5,272.1,498.6,2022,8,南投縣,31,8.77741935483871,16.083870967741937,4.46809935483871
南改斗南分場,28.6,36.7,22.5,298.4,643.3,2022,8,雲林縣,31,9.625806451612902,20.751612903225805,5.764798064516128
口湖工作站,28.8,33.4,23.9,311.8,701.5,2022,8,雲林縣,31,10.058064516129033,22.62903225806452,6.286345161290323
四湖植物園,28.9,35.4,23.9,308.0,694.8,2022,8,雲林縣,31,9.935483870967742,22.41290322580645,6.226304516129032
水試臺西試驗場,29,34.8,23.3,298.0,678.3,2022,8,雲林縣,31,9.612903225806452,21.88064516129032,6.078443225806451
臺大雲林校區,28.1,35.4,21.4,301.4,643.4,2022,8,雲林縣,31,9.72258064516129,20.75483870967742,5.765694193548387
麥寮合作社,29,34.6,24.5,311.5,659.0,2022,8,雲林縣,31,10.048387096774194,21.258064516129032,5.905490322580645
農試嘉義分所,27.6,36.9,21.1,287.9,592.6,2022,8,嘉義市,31,9.287096774193548,19.116129032258065,5.310460645161291
南改義竹分場,29,35.6,23.8,294.2,628.4,2022,8,嘉義縣,31,9.49032258064516,20.270967741935483,5.631274838709677
南改鹿草分場,28.35,34.45,24.1,278.7,529.1,2022,8,嘉義縣,31,8.990322580645161,17.067741935483873,4.74141870967742
農試溪口農場,29,36.4,23.6,302.7,652.8,2022,8,嘉義縣,31,9.764516129032256,21.05806451612903,5.8499303225806445
七股研究中心,29.1,33.1,23.1,308.1,696.7,2022,8,臺南市,31,9.938709677419356,22.4741935483871,6.243330967741936
畜試所,27.8,36.2,23.1,284.1,580.2,2022,8,臺南市,31,9.16451612903226,18.716129032258067,5.199340645161291
臺南蘭花園區,28,35.9,21.3,293.8,626.3,2022,8,臺南市,31,9.47741935483871,20.203225806451613,5.612456129032258
臺南農改,28,36.2,23.1,287.0,587.5,2022,8,臺南市,31,9.258064516129032,18.951612903225808,5.264758064516129
林試六龜中心,26.3,35.2,21.6,285.2,650.9,2022,8,高雄市,31,9.2,20.996774193548383,5.8329038709677405
林試扇平站,24,32.5,19.9,247.4,520.1,2022,8,高雄市,31,7.980645161290322,16.77741935483871,4.660767096774193
農試鳳山分所,28.6,35,22.2,291.3,600.5,2022,8,高雄市,31,9.396774193548389,19.370967741935484,5.381254838709677
高改旗南分場,27.9,36,21.1,288.6,608.6,2022,8,高雄市,31,9.30967741935484,19.63225806451613,5.453841290322581
恆春工作站,28.5,32.7,24.6,314.4,695.4,2022,8,屏東縣,31,10.141935483870968,22.432258064516127,6.23168129032258
東港工作站,29.1,35.4,24.2,295.6,651.3,2022,8,屏東縣,31,9.535483870967743,21.00967741935484,5.836488387096774
畜試南區分所,28.4,34.4,23.2,310.9,689.9,2022,8,屏東縣,31,10.029032258064516,22.25483870967742,6.182394193548387
高雄農改,28.3,37.3,23.4,294.1,766.3,2022,8,屏東縣,31,9.48709677419355,24.71935483870968,6.867036774193549
畜試東區分所,29.1,34.6,23.4,329.6,773.3,2022,8,宜蘭縣,31,10.63225806451613,24.94516129032258,6.929765806451613
花改蘭陽分場,29.6,36.3,24,321.5,726.4,2022,8,宜蘭縣,31,10.370967741935484,23.432258064516127,6.509481290322579
花蓮農改,28.5,35.7,22.7,292.9,691.7,2022,8,花蓮縣,31,9.448387096774193,22.31290322580645,6.198524516129032
東改班鳩分場,27.3,34.4,22.1,293.8,625.7,2022,8,臺東縣,31,9.47741935483871,20.18387096774193,5.607079354838708
東改賓朗果園,26.2,33.5,21,296.1,627.5,2022,8,臺東縣,31,9.551612903225807,20.241935483870968,5.6232096774193545
林試太麻里1,27.8,34.3,22.9,297.9,665.1,2022,8,臺東縣,31,9.609677419354838,21.45483870967742,5.960154193548387
林試太麻里2,28.3,34.8,23.6,307.6,693.9,2022,8,臺東縣,31,9.922580645161291,22.38387096774193,6.218239354838708
茶改東部分場,27.7,36,21.5,305.6,698.5,2022,8,臺東縣,31,9.858064516129032,22.532258064516128,6.25946129032258
桃改樹林分場,26.3,34.7,17.6,250.0,478.0,2022,9,新北市,30,8.333333333333334,15.933333333333334,4.42628
茶改北部分場,23.6,31.4,17.6,198.3,412.0,2022,9,新北市,30,6.61,13.733333333333333,3.81512
桃園農改,26.8,35,20.1,263.5,521.6,2022,9,桃園市,30,8.783333333333333,17.386666666666667,4.830016
茶改場,25.6,33.2,19.2,242.4,492.7,2022,9,桃園市,30,8.08,16.423333333333332,4.562402
農工中心,26.3,33.1,21.4,238.8,473.3,2022,9,桃園市,30,7.96,15.776666666666667,4.382758
桃改五峰分場,20.8,28.9,12.8,221.0,411.7,2022,9,新竹縣,30,7.366666666666666,13.723333333333333,3.8123419999999997
桃改新埔分場,26,34.3,18.3,261.5,501.4,2022,9,新竹縣,30,8.716666666666667,16.71333333333333,4.642963999999999
畜試北區分所,25.5,33.1,16.9,277.5,550.5,2022,9,苗栗縣,30,9.25,18.35,5.0976300000000005
苗改生物防治研究中心,26.15,34.1,16,276.9,529.2,2022,9,苗栗縣,30,9.23,17.64,4.900392
苗栗農改,25.8,34,16.4,264.5,526.6,2022,9,苗栗縣,30,8.816666666666666,17.553333333333335,4.876316
種苗繁殖,24.5,31.1,18.1,285.5,567.2,2022,9,台中市,30,9.516666666666667,18.90666666666667,5.2522720000000005
農業試驗所,27.6,34.2,21.7,284.7,618.2,2022,9,台中市,30,9.49,20.60666666666667,5.724532000000001
臺中農改,27.8,33.9,22,286.3,594.7,2022,9,彰化縣,30,9.543333333333331,19.82333333333333,5.506921999999999
中改埔里分場,23.6,31.3,16.8,255.1,448.1,2022,9,南投縣,30,8.503333333333334,14.936666666666667,4.149406
林試畢祿溪站,14.4,27.2,4.5,232.5,539.9,2022,9,南投縣,30,7.75,17.996666666666666,4.999473999999999
臺大內茅埔,24.3,32.1,18.5,239.2,474.2,2022,9,南投縣,30,7.973333333333333,15.806666666666668,4.391092
臺大和社,22.4,30.7,15.7,229.9,469.4,2022,9,南投縣,30,7.663333333333333,15.646666666666668,4.346644
臺大溪頭,20.75,27.35,14.7,187.3,278.7,2022,9,南投縣,30,6.243333333333334,9.29,2.5807619999999996
臺大竹山,27,34.2,21.9,258.1,509.3,2022,9,南投縣,30,8.603333333333333,16.976666666666667,4.716118
茶改中部分場,22.3,29.3,17.9,249.3,431.8,2022,9,南投縣,30,8.31,14.393333333333334,3.9984680000000004
茶改南部分場,24.8,32.2,19.3,248.0,483.5,2022,9,南投縣,30,8.266666666666667,16.116666666666667,4.47721
萬大發電廠,21.7,31.2,13.9,237.1,506.0,2022,9,南投縣,30,7.903333333333333,16.866666666666667,4.68556
蓮華池,23.3,30.3,17,242.4,416.3,2022,9,南投縣,30,8.08,13.876666666666669,3.8549380000000006
南改斗南分場,27.6,35.7,21.4,276.9,568.0,2022,9,雲林縣,30,9.23,18.933333333333334,5.2596799999999995
口湖工作站,27.7,33.1,21.9,295.4,613.3,2022,9,雲林縣,30,9.846666666666666,20.44333333333333,5.679157999999999
四湖植物園,27.9,33.2,21.9,288.0,619.1,2022,9,雲林縣,30,9.6,20.636666666666667,5.732866
水試臺西試驗場,27.9,33.3,22.7,288.4,611.2,2022,9,雲林縣,30,9.613333333333332,20.37333333333333,5.659711999999999
臺大雲林校區,26.9,34.7,19.6,283.7,579.1,2022,9,雲林縣,30,9.456666666666669,19.30333333333333,5.3624659999999995
麥寮合作社,27.5,33.2,21.5,289.3,602.7,2022,9,雲林縣,30,9.643333333333334,20.09,5.581002
農試嘉義分所,26.9,35.2,21.1,261.0,484.6,2022,9,嘉義市,30,8.7,16.153333333333332,4.4873959999999995
南改義竹分場,27.8,35.1,21.7,273.1,524.1,2022,9,嘉義縣,30,9.103333333333332,17.470000000000002,4.853166000000001
南改鹿草分場,27.4,34.5,21.5,281.6,546.9,2022,9,嘉義縣,30,9.386666666666668,18.23,5.064294
農試溪口農場,27.8,35,22.2,283.6,563.5,2022,9,嘉義縣,30,9.453333333333337,18.78333333333333,5.21801
七股研究中心,*28.2,*32.8,24.3,,,2022,9,臺南市,30,,,
畜試所,27.3,34.4,22.6,272.5,503.1,2022,9,臺南市,30,9.083333333333334,16.77,4.658706
臺南蘭花園區,27.2,34.5,21.7,270.4,526.3,2022,9,臺南市,30,9.013333333333332,17.543333333333333,4.873538
臺南農改,27.3,34.5,22.3,269.3,490.6,2022,9,臺南市,30,8.976666666666667,16.353333333333335,4.542956
林試六龜中心,25.7,34,20.7,270.6,541.9,2022,9,高雄市,30,9.02,18.063333333333333,5.017994
林試扇平站,23.2,31.1,18.7,229.5,407.3,2022,9,高雄市,30,7.65,13.576666666666666,3.7715979999999996
農試鳳山分所,28,34,23.2,278.9,517.2,2022,9,高雄市,30,9.296666666666663,17.240000000000002,4.789272
高改旗南分場,27.4,34.5,22,262.2,514.4,2022,9,高雄市,30,8.74,17.146666666666665,4.763343999999999
恆春工作站,28.2,32.4,22.9,282.6,603.1,2022,9,屏東縣,30,9.42,20.10333333333333,5.584706
東港工作站,28.4,34.3,24.7,270.9,546.7,2022,9,屏東縣,30,9.03,18.223333333333336,5.062442000000001
畜試南區分所,28,34.3,23.9,281.2,588.2,2022,9,屏東縣,30,9.373333333333331,19.60666666666667,5.446732000000001
高雄農改,27.8,36.3,23.1,284.3,667.4,2022,9,屏東縣,30,9.476666666666668,22.246666666666663,6.180123999999998
畜試東區分所,26.4,32.8,20.8,234.1,495.0,2022,9,宜蘭縣,30,7.803333333333333,16.5,4.583699999999999
花改蘭陽分場,27.6,34,20.7,268.45,569.25,2022,9,宜蘭縣,30,8.948333333333332,18.975,5.271255
花蓮農改,26.7,34.7,19,246.4,457.5,2022,9,花蓮縣,30,8.213333333333333,15.25,4.23645
東改班鳩分場,26.3,34.6,19.2,259.8,505.7,2022,9,臺東縣,30,8.66,16.856666666666666,4.682782
東改賓朗果園,25.3,34,18.2,263.0,521.1,2022,9,臺東縣,30,8.766666666666667,17.37,4.825386
林試太麻里1,26.9,35.5,20,258.5,538.2,2022,9,臺東縣,30,8.616666666666667,17.94,4.983732
林試太麻里2,27.5,35.9,21.2,264.7,566.6,2022,9,臺東縣,30,8.823333333333332,18.886666666666667,5.246716
茶改東部分場,*26.7,*35.9,18.6,,,2022,9,臺東縣,30,,,
桃改樹林分場,23.5,35.3,17.8,204.2,324.0,2022,10,新北市,31,6.587096774193548,10.451612903225806,2.903458064516129
茶改北部分場,20.8,32.5,15.4,134.2,247.1,2022,10,新北市,31,4.329032258064516,7.970967741935484,2.2143348387096773
桃園農改,23.8,32.5,17.7,237.6,436.4,2022,10,桃園市,31,7.664516129032258,14.077419354838709,3.910707096774193
茶改場,22.5,33.1,16.5,224.3,429.5,2022,10,桃園市,31,7.235483870967743,13.85483870967742,3.848874193548387
農工中心,23.1,32.9,17.1,201.4,357.0,2022,10,桃園市,31,6.496774193548387,11.516129032258064,3.1991806451612903
桃改五峰分場,18.6,28.1,11.6,208.6,372.8,2022,10,新竹縣,31,6.729032258064516,12.025806451612905,3.340769032258065
桃改新埔分場,23.6,34.1,17.3,264.2,485.9,2022,10,新竹縣,31,8.52258064516129,15.674193548387096,4.354290967741935
畜試北區分所,23.9,34.9,15.1,257.2,473.9,2022,10,苗栗縣,31,8.296774193548387,15.287096774193548,4.246755483870968
苗改生物防治研究中心,23.4,33.95,15.1,262.85,469.7,2022,10,苗栗縣,31,8.479032258064517,15.151612903225804,4.209118064516128
苗栗農改,23.3,33.7,15.7,255.3,441.5,2022,10,苗栗縣,31,8.235483870967743,14.241935483870968,3.9564096774193547
種苗繁殖,22.3,31.1,15.4,278.7,497.7,2022,10,台中市,31,8.990322580645161,16.05483870967742,4.4600341935483865
農業試驗所,25,34.6,17.7,281.1,540.4,2022,10,台中市,31,9.067741935483872,17.432258064516127,4.84268129032258
臺中農改,25.3,34.4,19.2,274.8,521.4,2022,10,彰化縣,31,8.864516129032259,16.81935483870968,4.6724167741935485
中改埔里分場,22.3,31.3,15.8,252.7,416.5,2022,10,南投縣,31,8.151612903225805,13.435483870967742,3.7323774193548385
林試畢祿溪站,13.6,27.9,5.2,221.3,468.7,2022,10,南投縣,31,7.138709677419355,15.119354838709675,4.200156774193547
臺大內茅埔,22.9,31,17.5,232.1,398.1,2022,10,南投縣,31,7.487096774193549,12.841935483870968,3.5674896774193545
臺大和社,21.3,30.9,15.1,220.1,437.5,2022,10,南投縣,31,7.1,14.112903225806452,3.920564516129032
臺大溪頭,18.95,27.2,14.1,180.15,266.35,2022,10,南投縣,31,5.811290322580645,8.591935483870968,2.3868396774193545
臺大竹山,25,34.8,19.4,255.9,417.0,2022,10,南投縣,31,8.25483870967742,13.451612903225806,3.7368580645161287
茶改中部分場,21.4,29.5,16.5,253.2,400.9,2022,10,南投縣,31,8.167741935483871,12.932258064516128,3.5925812903225802
茶改南部分場,23,31.8,17.3,246.6,389.6,2022,10,南投縣,31,7.95483870967742,12.567741935483872,3.491318709677419
萬大發電廠,21.2,30.2,14.5,240.0,480.7,2022,10,南投縣,31,7.741935483870968,15.506451612903223,4.307692258064515
蓮華池,22.1,31.1,16.2,232.7,364.6,2022,10,南投縣,31,7.506451612903225,11.761290322580646,3.2672864516129034
南改斗南分場,25.2,35.6,17.4,276.8,501.5,2022,10,雲林縣,31,8.929032258064517,16.177419354838708,4.494087096774193
口湖工作站,24.9,32,19.4,280.3,525.0,2022,10,雲林縣,31,9.041935483870969,16.93548387096774,4.704677419354838
四湖植物園,25.95,33.1,19.3,264.75,512.05,2022,10,雲林縣,31,8.540322580645162,16.51774193548387,4.588628709677419
水試臺西試驗場,25.2,32.7,19.9,278.4,518.6,2022,10,雲林縣,31,8.980645161290322,16.729032258064517,4.647325161290323
臺大雲林校區,24.5,33.9,17.7,277.7,496.5,2022,10,雲林縣,31,8.958064516129031,16.016129032258064,4.44928064516129
麥寮合作社,24.9,32.4,19.2,281.0,514.1,2022,10,雲林縣,31,9.064516129032258,16.583870967741937,4.6069993548387105
農試嘉義分所,24.6,34.4,17.2,269.4,459.4,2022,10,嘉義市,31,8.69032258064516,14.819354838709677,4.116816774193548
南改義竹分場,25.4,35,18.2,277.0,501.5,2022,10,嘉義縣,31,8.935483870967742,16.177419354838708,4.494087096774193
南改鹿草分場,24.9,33.9,18.9,277.3,502.3,2022,10,嘉義縣,31,8.94516129032258,16.203225806451613,4.5012561290322575
農試溪口農場,25.3,34.2,18.6,274.1,499.9,2022,10,嘉義縣,31,8.841935483870968,16.125806451612902,4.479749032258064
七股研究中心,25.6,32.6,20.2,279.8,559.7,2022,10,臺南市,31,9.025806451612905,18.05483870967742,5.015634193548387
畜試所,25.3,35,18.6,269.5,477.8,2022,10,臺南市,31,8.693548387096774,15.412903225806453,4.281704516129032
臺南蘭花園區,25.1,34.5,18,274.3,487.0,2022,10,臺南市,31,8.848387096774195,15.709677419354838,4.364148387096773
臺南農改,25.2,34.8,18,273.2,482.8,2022,10,臺南市,31,8.812903225806451,15.574193548387097,4.326510967741935
林試六龜中心,24.6,34.5,19.2,233.7,435.4,2022,10,高雄市,31,7.538709677419354,14.04516129032258,3.9017458064516126
林試扇平站,22,30.7,16.8,208.3,350.2,2022,10,高雄市,31,6.719354838709678,11.296774193548387,3.138243870967742
農試鳳山分所,26.4,34.5,19.7,265.7,455.8,2022,10,高雄市,31,8.570967741935483,14.703225806451613,4.084556129032258
高改旗南分場,25.8,34.6,19.1,257.5,484.3,2022,10,高雄市,31,8.306451612903226,15.62258064516129,4.339952903225806
恆春工作站,26.7,32.3,22.4,274.5,519.6,2022,10,屏東縣,31,8.85483870967742,16.761290322580646,4.656286451612903
東港工作站,26.6,33.4,21.5,264.0,491.7,2022,10,屏東縣,31,8.516129032258064,15.861290322580643,4.406266451612902
畜試南區分所,26.2,32.8,21.8,275.9,536.4,2022,10,屏東縣,31,8.899999999999999,17.30322580645161,4.806836129032257
高雄農改,26.3,35,19.7,265.2,579.0,2022,10,屏東縣,31,8.55483870967742,18.677419354838708,5.188587096774193
畜試東區分所,22.7,30.6,16.2,130.0,239.1,2022,10,宜蘭縣,31,4.193548387096774,7.712903225806452,2.142644516129032
花改蘭陽分場,22.8,33.7,17.3,121.9,216.7,2022,10,宜蘭縣,31,3.93225806451613,6.990322580645161,1.9419116129032257
花蓮農改,23.9,32.2,16,202.5,316.6,2022,10,花蓮縣,31,6.532258064516129,10.212903225806452,2.8371445161290323
東改班鳩分場,24,32.6,16.2,234.2,411.9,2022,10,臺東縣,31,7.554838709677419,13.287096774193548,3.6911554838709675
東改賓朗果園,23.3,32.8,15.3,235.3,426.5,2022,10,臺東縣,31,7.590322580645162,13.758064516129032,3.821990322580645
林試太麻里1,24.4,32.4,17.9,225.3,413.3,2022,10,臺東縣,31,7.267741935483872,13.332258064516129,3.7037012903225803
林試太麻里2,25.3,32.6,18.3,232.9,436.0,2022,10,臺東縣,31,7.512903225806451,14.064516129032258,3.907122580645161
茶改東部分場,23.9,34.4,14.9,238.8,457.6,2022,10,臺東縣,31,7.703225806451614,14.761290322580646,4.100686451612903
桃改樹林分場,23.1,31.9,16.4,224.2,345.2,2022,11,新北市,30,7.473333333333333,11.506666666666666,3.1965519999999996
茶改北部分場,20.4,30.7,14.3,166.1,247.0,2022,11,新北市,30,5.536666666666666,8.233333333333333,2.2872199999999996
桃園農改,22.6,31.1,16.8,230.7,368.8,2022,11,桃園市,30,7.689999999999999,12.293333333333331,3.4150879999999995
茶改場,22,30.6,15.9,229.5,377.0,2022,11,桃園市,30,7.65,12.566666666666666,3.49102
農工中心,22.4,30.5,16.2,216.3,339.1,2022,11,桃園市,30,7.21,11.303333333333336,3.140066000000001
桃改五峰分場,18.9,26.6,13.1,198.2,375.8,2022,11,新竹縣,30,6.6066666666666665,12.526666666666667,3.479908
桃改新埔分場,22.6,31,17,236.7,387.5,2022,11,新竹縣,30,7.89,12.916666666666666,3.58825
畜試北區分所,22.5,34,15.5,234.9,410.6,2022,11,苗栗縣,30,7.83,13.686666666666667,3.802156
苗改生物防治研究中心,21.7,31.5,13.7,238.8,435.4,2022,11,苗栗縣,30,7.96,14.513333333333332,4.031803999999999
苗栗農改,22.5,32.4,16.7,221.3,382.0,2022,11,苗栗縣,30,7.376666666666667,12.733333333333333,3.53732
種苗繁殖,21.7,29.9,13.6,254.0,456.5,2022,11,台中市,30,8.466666666666667,15.216666666666669,4.22719
農業試驗所,24.1,33.2,18.1,257.1,463.4,2022,11,台中市,30,8.57,15.446666666666664,4.291083999999999
臺中農改,23.9,33.6,18.6,250.5,421.5,2022,11,彰化縣,30,8.35,14.05,3.90309
中改埔里分場,21.4,32.5,13.5,237.1,408.7,2022,11,南投縣,30,7.903333333333333,13.623333333333331,3.7845619999999993
林試畢祿溪站,9.95,22.3,2.3,184.4,366.15,2022,11,南投縣,30,6.1466666666666665,12.205,3.390549
臺大內茅埔,21.9,28.6,15.8,189.9,298.4,2022,11,南投縣,30,6.33,9.946666666666664,2.763183999999999
臺大和社,20.1,28.9,13.2,209.3,392.5,2022,11,南投縣,30,6.976666666666668,13.083333333333334,3.63455
臺大溪頭,18.1,28,13.3,179.4,306.9,2022,11,南投縣,30,5.98,10.23,2.841894
臺大竹山,24.2,32.3,19,237.5,390.3,2022,11,南投縣,30,7.916666666666667,13.01,3.614178
茶改中部分場,20.9,29.9,16.4,247.1,450.5,2022,11,南投縣,30,8.236666666666666,15.016666666666667,4.17163
茶改南部分場,22.3,30.9,17.2,243.1,391.7,2022,11,南投縣,30,8.103333333333333,13.056666666666668,3.6271420000000005
萬大發電廠,19.6,28.5,11.9,205.4,374.8,2022,11,南投縣,30,6.846666666666667,12.493333333333334,3.470648
蓮華池,21.2,28.9,13.7,213.3,375.9,2022,11,南投縣,30,7.11,12.53,3.4808339999999998
南改斗南分場,24.2,35.5,18.5,246.5,410.1,2022,11,雲林縣,30,8.216666666666667,13.67,3.797526
口湖工作站,23.5,30.8,19.3,253.8,424.6,2022,11,雲林縣,30,8.46,14.153333333333334,3.9317960000000003
四湖植物園,23.6,31.4,19.7,234.8,403.8,2022,11,雲林縣,30,7.826666666666667,13.46,3.739188
水試臺西試驗場,23.7,32.6,19.6,233.5,384.5,2022,11,雲林縣,30,7.783333333333333,12.816666666666666,3.56047
臺大雲林校區,23.5,33.5,18,240.0,413.0,2022,11,雲林縣,30,8.0,13.766666666666667,3.82438
麥寮合作社,23.5,32.2,19.4,241.2,397.0,2022,11,雲林縣,30,8.04,13.233333333333333,3.67622
農試嘉義分所,23.7,34.2,18.1,243.6,398.8,2022,11,嘉義市,30,8.12,13.293333333333331,3.6928879999999995
南改義竹分場,24,32.9,19,255.0,425.5,2022,11,嘉義縣,30,8.5,14.183333333333334,3.94013
南改鹿草分場,24,33.4,19,255.6,433.8,2022,11,嘉義縣,30,8.52,14.46,4.0169880000000004
農試溪口農場,24.2,33.6,18.7,247.1,412.5,2022,11,嘉義縣,30,8.236666666666666,13.75,3.81975
七股研究中心,24,30.4,20.1,256.7,436.3,2022,11,臺南市,30,8.556666666666667,14.543333333333331,4.040137999999999
畜試所,24.4,35.1,18.8,249.3,425.9,2022,11,臺南市,30,8.31,14.196666666666664,3.943833999999999
臺南蘭花園區,24.1,34.4,18.3,252.2,408.2,2022,11,臺南市,30,8.406666666666666,13.606666666666666,3.7799319999999996
臺南農改,24.3,34,18.7,256.5,435.1,2022,11,臺南市,30,8.55,14.503333333333334,4.029026
林試六龜中心,24.2,33.8,18.1,248.5,499.7,2022,11,高雄市,30,8.283333333333333,16.656666666666666,4.627222
林試扇平站,21.6,30.2,17.2,192.1,342.8,2022,11,高雄市,30,6.403333333333333,11.426666666666668,3.174328
農試鳳山分所,25.5,33.1,20.6,260.4,450.3,2022,11,高雄市,30,8.68,15.01,4.169778
高改旗南分場,25,33.5,19.7,254.6,454.8,2022,11,高雄市,30,8.486666666666666,15.16,4.211448
恆春工作站,26.2,30.4,21.9,259.4,474.0,2022,11,屏東縣,30,8.646666666666667,15.8,4.38924
東港工作站,25.9,32.4,21.6,260.4,449.2,2022,11,屏東縣,30,8.68,14.973333333333333,4.159592
畜試南區分所,25.6,31.6,21,244.4,438.6,2022,11,屏東縣,30,8.146666666666667,14.62,4.061436
高雄農改,25.7,34.4,20.5,258.3,554.1,2022,11,屏東縣,30,8.610000000000001,18.47,5.130966
畜試東區分所,22,29.1,16.3,146.4,223.6,2022,11,宜蘭縣,30,4.88,7.453333333333333,2.0705359999999997
花改蘭陽分場,22.5,30.1,16.6,163.0,241.5,2022,11,宜蘭縣,30,5.433333333333334,8.05,2.2362900000000003
花蓮農改,23.2,30,18.3,193.5,290.6,2022,11,花蓮縣,30,6.45,9.686666666666667,2.6909560000000003
東改班鳩分場,23.1,30.6,18,198.5,307.8,2022,11,臺東縣,30,6.616666666666666,10.26,2.850228
東改賓朗果園,22.5,29.8,17.6,199.9,321.3,2022,11,臺東縣,30,6.663333333333333,10.71,2.975238
林試太麻里1,23.5,30.2,18.3,214.5,331.8,2022,11,臺東縣,30,7.15,11.06,3.072468
林試太麻里2,24.4,30.8,19.1,223.7,364.1,2022,11,臺東縣,30,7.456666666666666,12.136666666666668,3.3715660000000005
茶改東部分場,23.1,31.5,17.9,212.6,350.7,2022,11,臺東縣,30,7.086666666666667,11.69,3.2474819999999998
桃改樹林分場,15.8,25.5,4.2,153.9,219.1,2022,12,新北市,31,4.964516129032258,7.067741935483871,1.9634187096774192
茶改北部分場,13.4,22.1,4.8,94.0,154.4,2022,12,新北市,31,3.032258064516129,4.980645161290322,1.3836232258064516
桃園農改,17.55,27.95,8.3,193.95,304.95,2022,12,桃園市,31,6.256451612903225,9.837096774193547,2.7327454838709673
茶改場,14.7,23.9,6.3,158.1,255.4,2022,12,桃園市,31,5.1,8.238709677419354,2.2887135483870966
農工中心,15.2,23.5,7.3,132.4,207.7,2022,12,桃園市,31,4.270967741935484,6.699999999999999,1.8612599999999997
