站名,可借,可還,更新時間
YouBike2.0_協和祐德高級中學,9,11,2022-02-18 07:40:36
YouBike2.0_福德國小公車站,2,8,2022-02-18 09:11:12
YouBike2.0_德昌寶興街口(西北角),6,8,2022-02-18 09:01:12
YouBike2.0_寶興長泰街口(西南角),9,6,2022-02-18 08:44:12
YouBike2.0_萬大路486巷口,1,7,2022-02-18 09:10:32
YouBike2.0_國興中華路口,5,8,2022-02-18 09:00:42
YouBike2.0_古亭國中,7,5,2022-02-18 08:50:34
YouBike2.0_國興水源路口,7,7,2022-02-18 06:55:30
YouBike2.0_青年公園高爾夫球場,9,7,2022-02-18 09:13:12
YouBike2.0_國興青年路口,1,11,2022-02-18 09:00:32
YouBike2.0_青年公園棒球場,11,17,2022-02-18 09:18:14
YouBike2.0_青年公園籃球場,10,6,2022-02-18 08:11:12
YouBike2.0_復華花園新城,8,6,2022-02-18 09:08:11
YouBike2.0_新和國小,8,12,2022-02-18 09:10:41
YouBike2.0_莒光郵局,0,15,2022-02-18 08:38:04
YouBike2.0_莒光立體停車場,4,6,2022-02-18 09:19:12
YouBike2.0_艋舺大道146巷口,0,14,2022-02-18 07:12:04
YouBike2.0_東園國小,6,9,2022-02-18 09:13:12
YouBike2.0_華中疏散門,10,2,2022-02-18 08:45:27
YouBike2.0_忠德公園,1,11,2022-02-18 09:14:12
YouBike2.0_萬華國中,14,7,2022-02-18 08:14:12
YouBike2.0_華江高中,10,12,2022-02-18 09:18:14
YouBike2.0_西園艋舺路口,9,15,2022-02-18 08:54:12
YouBike2.0_雙園國中,3,15,2022-02-18 09:05:31
YouBike2.0_長順區民活動中心,12,14,2022-02-18 08:15:46
YouBike2.0_華江國小,10,10,2022-02-18 08:16:14
YouBike2.0_華江八號公園,9,11,2022-02-18 09:18:14
YouBike2.0_環河南雙園街口,13,2,2022-02-18 09:08:11
YouBike2.0_大理高中,9,10,2022-02-18 09:19:12
YouBike2.0_糖廍文化園區,6,8,2022-02-18 09:08:11
YouBike2.0_兩棵樹公園,0,17,2022-02-18 09:10:32
YouBike2.0_萬華青年公宅,12,11,2022-02-18 09:19:04
YouBike2.0_開封西寧路口,3,18,2022-02-18 09:14:12
YouBike2.0_峨嵋停車場,9,20,2022-02-18 09:16:28
YouBike2.0_長沙公園,5,12,2022-02-18 07:49:13
YouBike2.0_貓公園(中興橋頭),12,3,2022-02-18 01:37:11
YouBike2.0_西本願寺廣場,8,22,2022-02-18 09:18:14
YouBike2.0_中華桂林路口,0,14,2022-02-18 09:21:04
YouBike2.0_捷運龍山寺站(1號出口),4,18,2022-02-18 09:14:12
YouBike2.0_龍山國小,1,23,2022-02-18 08:45:27
YouBike2.0_華西公園,3,20,2022-02-18 09:18:14
YouBike2.0_老松國小,7,21,2022-02-18 09:07:12
YouBike2.0_萬華火車站,2,17,2022-02-18 09:18:14
YouBike2.0_萬華火車站(D2廣場),0,17,2022-02-18 08:55:30
YouBike2.0_捷運龍山寺站(3號出口),0,23,2022-02-18 08:35:19
YouBike2.0_臺北市電影主題公園(峨嵋街),1,14,2022-02-18 09:07:12
YouBike2.0_臺北市電影主題公園(康定路),7,8,2022-02-18 09:11:12
YouBike2.0_中華峨嵋街口,7,17,2022-02-18 08:57:12
YouBike2.0_萬華266號綠地,1,14,2022-02-18 09:14:03
YouBike2.0_萬大國小(萬大路344巷口),8,10,2022-02-18 09:14:12
YouBike2.0_德昌街10巷口,6,4,2022-02-18 09:00:42
YouBike2.0_西園公園,5,9,2022-02-18 08:50:34
YouBike2.0_華江污水廠,1,19,2022-02-18 07:55:31
YouBike2.0_柳鄉公園,3,18,2022-02-18 09:19:12
YouBike2.0_綠堤社區公園,12,10,2022-02-18 09:11:12
YouBike2.0_長順艋舺大道口,11,14,2022-02-18 08:57:12
YouBike2.0_臺大水源舍區A棟,0,37,2022-02-18 08:34:04
YouBike2.0_臺大卓越研究大樓,1,31,2022-02-18 08:50:34
YouBike2.0_臺大水源修齊會館,0,18,2022-02-18 08:28:04
YouBike2.0_臺大檔案展示館,1,9,2022-02-18 09:10:32
YouBike2.0_臺大水源舍區B棟,0,30,2022-02-18 08:52:04
YouBike2.0_臺大男八舍東側,0,42,2022-02-18 09:03:04
YouBike2.0_臺大禮賢樓東南側,7,16,2022-02-18 09:13:12
YouBike2.0_臺大農業陳列館北側,2,43,2022-02-18 09:10:41
YouBike2.0_臺大管理學院二館北側,9,2,2022-02-18 09:16:09
YouBike2.0_臺大土木系館,3,7,2022-02-18 09:14:12
YouBike2.0_臺大大一女舍北側,1,52,2022-02-18 09:21:04
YouBike2.0_臺大女九舍西南側,26,4,2022-02-18 09:19:12
YouBike2.0_臺大小福樓東側,10,10,2022-02-18 09:18:14
YouBike2.0_臺大立體機車停車場,1,26,2022-02-18 09:09:12
YouBike2.0_臺大工綜館南側,15,8,2022-02-18 09:16:09
YouBike2.0_臺大天文數學館南側,1,14,2022-02-18 09:16:09
YouBike2.0_臺大心理系館南側,12,4,2022-02-18 09:19:12
YouBike2.0_臺大樂學館東側,1,9,2022-02-18 09:18:04
YouBike2.0_臺大農化新館西側,0,10,2022-02-17 23:18:04
YouBike2.0_臺大五號館西側,0,10,2022-02-18 09:05:22
YouBike2.0_臺大舊體育館西側,7,21,2022-02-18 08:13:12
YouBike2.0_臺大共同教室北側,1,19,2022-02-18 09:12:13
YouBike2.0_臺大共同教室東南側,1,11,2022-02-18 09:21:04
YouBike2.0_臺大鹿鳴堂東側,0,27,2022-02-18 09:14:03
YouBike2.0_臺大公館停車場西北側,0,12,2022-02-17 22:50:35
YouBike2.0_臺大第二行政大樓南側,0,10,2022-02-18 09:05:22
YouBike2.0_臺大明達館機車停車場,4,6,2022-02-18 09:19:12
YouBike2.0_臺大二號館,0,10,2022-02-18 08:54:04
YouBike2.0_臺大凝態館南側,10,10,2022-02-18 09:14:12
YouBike2.0_臺大社科院西側,26,16,2022-02-18 09:19:12
YouBike2.0_臺大社會系館南側,15,10,2022-02-18 09:19:12
YouBike2.0_臺大思亮館東南側,7,3,2022-02-18 09:14:12
YouBike2.0_臺大椰林小舖,0,25,2022-02-18 08:55:30
YouBike2.0_臺大計資中心南側,3,13,2022-02-18 09:16:03
YouBike2.0_臺大原分所北側,5,7,2022-02-18 09:13:12
YouBike2.0_臺大校史館南側,0,10,2021-11-30 15:46:12
YouBike2.0_臺大生命科學館西北側,3,7,2022-02-18 09:08:11
YouBike2.0_臺大第一活動中心西南側,21,19,2022-02-18 09:18:14
YouBike2.0_臺大博理館西側,7,15,2022-02-18 09:18:14
YouBike2.0_臺大博雅館西側,8,48,2022-02-18 09:10:41
YouBike2.0_臺大森林館北側,0,10,2022-02-18 09:21:04
YouBike2.0_臺大一號館,0,19,2022-02-18 09:18:04
YouBike2.0_臺大小小福西南側,0,10,2022-02-18 08:32:04
YouBike2.0_臺大教研館北側,1,10,2022-02-18 09:16:03
YouBike2.0_臺大四號館東北側,0,10,2022-02-18 08:23:04
YouBike2.0_臺大新生教室南側,14,0,2022-02-18 09:13:04
YouBike2.0_臺大鄭江樓北側,0,10,2022-02-18 09:07:04
YouBike2.0_臺大電機二館東南側,3,11,2022-02-18 09:11:12
YouBike2.0_臺大圖資系館北側,9,1,2022-02-18 09:21:04
YouBike2.0_臺大總圖書館西南側,3,27,2022-02-18 09:16:09
YouBike2.0_臺大黑森林西側,9,11,2022-02-18 09:18:14
YouBike2.0_臺大獸醫館南側,7,3,2022-02-18 09:14:12
YouBike2.0_臺大新體育館東南側,17,23,2022-02-18 09:16:09
